"","image","specie","group","id","tree_size","tree_magnitude","tree_altitude","tree_index"
"381","dicot-sim-133-1-20.rsml","dicot","133","1",51,26,26,1
"382","dicot-sim-133-10-20.rsml","dicot","133","10",43,22,22,1
"383","dicot-sim-133-2-20.rsml","dicot","133","2",47,24,24,1
"384","dicot-sim-133-3-20.rsml","dicot","133","3",49,25,25,1
"385","dicot-sim-133-4-20.rsml","dicot","133","4",35,18,18,1
"386","dicot-sim-133-5-20.rsml","dicot","133","5",47,24,24,1
"387","dicot-sim-133-6-20.rsml","dicot","133","6",57,29,29,1
"388","dicot-sim-133-7-20.rsml","dicot","133","7",43,22,22,1
"389","dicot-sim-133-8-20.rsml","dicot","133","8",45,23,23,1
"390","dicot-sim-133-9-20.rsml","dicot","133","9",47,24,24,1
"391","dicot-sim-134-1-20.rsml","dicot","134","1",71,36,36,1
"392","dicot-sim-134-10-20.rsml","dicot","134","10",83,42,42,1
"393","dicot-sim-134-2-20.rsml","dicot","134","2",85,43,43,1
"394","dicot-sim-134-3-20.rsml","dicot","134","3",65,33,33,1
"395","dicot-sim-134-4-20.rsml","dicot","134","4",83,42,42,1
"396","dicot-sim-134-5-20.rsml","dicot","134","5",77,39,39,1
"397","dicot-sim-134-6-20.rsml","dicot","134","6",85,43,43,1
"398","dicot-sim-134-7-20.rsml","dicot","134","7",71,36,36,1
"399","dicot-sim-134-8-20.rsml","dicot","134","8",61,31,31,1
"400","dicot-sim-134-9-20.rsml","dicot","134","9",63,32,32,1
"401","dicot-sim-135-1-20.rsml","dicot","135","1",29,15,15,1
"402","dicot-sim-135-10-20.rsml","dicot","135","10",29,15,15,1
"403","dicot-sim-135-2-20.rsml","dicot","135","2",17,9,9,1
"404","dicot-sim-135-3-20.rsml","dicot","135","3",19,10,10,1
"405","dicot-sim-135-4-20.rsml","dicot","135","4",23,12,12,1
"406","dicot-sim-135-5-20.rsml","dicot","135","5",23,12,12,1
"407","dicot-sim-135-6-20.rsml","dicot","135","6",21,11,11,1
"408","dicot-sim-135-7-20.rsml","dicot","135","7",21,11,11,1
"409","dicot-sim-135-8-20.rsml","dicot","135","8",19,10,10,1
"410","dicot-sim-135-9-20.rsml","dicot","135","9",27,14,14,1
"411","dicot-sim-136-1-20.rsml","dicot","136","1",147,74,74,1
"412","dicot-sim-136-10-20.rsml","dicot","136","10",163,82,82,1
"413","dicot-sim-136-2-20.rsml","dicot","136","2",151,76,76,1
"414","dicot-sim-136-3-20.rsml","dicot","136","3",165,83,83,1
"415","dicot-sim-136-4-20.rsml","dicot","136","4",151,76,76,1
"416","dicot-sim-136-5-20.rsml","dicot","136","5",153,77,77,1
"417","dicot-sim-136-6-20.rsml","dicot","136","6",139,70,70,1
"418","dicot-sim-136-7-20.rsml","dicot","136","7",145,73,73,1
"419","dicot-sim-136-8-20.rsml","dicot","136","8",151,76,76,1
"420","dicot-sim-136-9-20.rsml","dicot","136","9",153,77,77,1
"421","dicot-sim-137-1-20.rsml","dicot","137","1",47,24,24,1
"422","dicot-sim-137-10-20.rsml","dicot","137","10",61,31,31,1
"423","dicot-sim-137-2-20.rsml","dicot","137","2",71,36,36,1
"424","dicot-sim-137-3-20.rsml","dicot","137","3",65,33,33,1
"425","dicot-sim-137-4-20.rsml","dicot","137","4",55,28,28,1
"426","dicot-sim-137-5-20.rsml","dicot","137","5",63,32,32,1
"427","dicot-sim-137-6-20.rsml","dicot","137","6",59,30,30,1
"428","dicot-sim-137-7-20.rsml","dicot","137","7",59,30,30,1
"429","dicot-sim-137-8-20.rsml","dicot","137","8",57,29,29,1
"430","dicot-sim-137-9-20.rsml","dicot","137","9",55,28,28,1
"431","dicot-sim-138-1-9.rsml","dicot","138","1",139,70,70,1
"432","dicot-sim-138-10-9.rsml","dicot","138","10",143,72,72,1
"433","dicot-sim-138-2-9.rsml","dicot","138","2",133,67,67,1
"434","dicot-sim-138-3-9.rsml","dicot","138","3",137,69,69,1
"435","dicot-sim-138-4-9.rsml","dicot","138","4",137,69,69,1
"436","dicot-sim-138-5-9.rsml","dicot","138","5",139,70,70,1
"437","dicot-sim-138-6-9.rsml","dicot","138","6",137,69,69,1
"438","dicot-sim-138-7-9.rsml","dicot","138","7",143,72,72,1
"439","dicot-sim-138-8-9.rsml","dicot","138","8",131,66,66,1
"440","dicot-sim-138-9-9.rsml","dicot","138","9",135,68,68,1
"441","dicot-sim-139-1-20.rsml","dicot","139","1",43,22,22,1
"442","dicot-sim-139-10-20.rsml","dicot","139","10",35,18,18,1
"443","dicot-sim-139-2-20.rsml","dicot","139","2",47,24,24,1
"444","dicot-sim-139-3-20.rsml","dicot","139","3",33,17,17,1
"445","dicot-sim-139-4-20.rsml","dicot","139","4",39,20,20,1
"446","dicot-sim-139-5-20.rsml","dicot","139","5",45,23,23,1
"447","dicot-sim-139-6-20.rsml","dicot","139","6",43,22,22,1
"448","dicot-sim-139-7-20.rsml","dicot","139","7",33,17,17,1
"449","dicot-sim-139-8-20.rsml","dicot","139","8",35,18,18,1
"450","dicot-sim-139-9-20.rsml","dicot","139","9",37,19,19,1
"451","dicot-sim-14-1-20.rsml","dicot","14","1",43,22,22,1
"452","dicot-sim-14-10-20.rsml","dicot","14","10",35,18,18,1
"453","dicot-sim-14-2-20.rsml","dicot","14","2",45,23,23,1
"454","dicot-sim-14-3-20.rsml","dicot","14","3",43,22,22,1
"455","dicot-sim-14-4-20.rsml","dicot","14","4",41,21,21,1
"456","dicot-sim-14-5-20.rsml","dicot","14","5",37,19,19,1
"457","dicot-sim-14-6-20.rsml","dicot","14","6",41,21,21,1
"458","dicot-sim-14-7-20.rsml","dicot","14","7",49,25,25,1
"459","dicot-sim-14-8-20.rsml","dicot","14","8",31,16,16,1
"460","dicot-sim-14-9-20.rsml","dicot","14","9",35,18,18,1
"461","dicot-sim-140-1-20.rsml","dicot","140","1",141,71,71,1
"462","dicot-sim-140-10-20.rsml","dicot","140","10",133,67,67,1
"463","dicot-sim-140-2-20.rsml","dicot","140","2",117,59,59,1
"464","dicot-sim-140-3-20.rsml","dicot","140","3",133,67,67,1
"465","dicot-sim-140-4-20.rsml","dicot","140","4",157,79,79,1
"466","dicot-sim-140-5-20.rsml","dicot","140","5",119,60,60,1
"467","dicot-sim-140-6-20.rsml","dicot","140","6",137,69,69,1
"468","dicot-sim-140-7-20.rsml","dicot","140","7",153,77,77,1
"469","dicot-sim-140-8-20.rsml","dicot","140","8",137,69,69,1
"470","dicot-sim-140-9-20.rsml","dicot","140","9",143,72,72,1
"471","dicot-sim-141-1-20.rsml","dicot","141","1",223,112,112,1
"472","dicot-sim-141-10-20.rsml","dicot","141","10",245,123,123,1
"473","dicot-sim-141-2-20.rsml","dicot","141","2",269,135,135,1
"474","dicot-sim-141-3-20.rsml","dicot","141","3",251,126,126,1
"475","dicot-sim-141-4-20.rsml","dicot","141","4",263,132,132,1
"476","dicot-sim-141-5-20.rsml","dicot","141","5",263,132,132,1
"477","dicot-sim-141-6-20.rsml","dicot","141","6",239,120,120,1
"478","dicot-sim-141-7-20.rsml","dicot","141","7",243,122,122,1
"479","dicot-sim-141-8-20.rsml","dicot","141","8",239,120,120,1
"480","dicot-sim-141-9-20.rsml","dicot","141","9",241,121,121,1
"481","dicot-sim-142-1-20.rsml","dicot","142","1",63,32,32,1
"482","dicot-sim-142-10-20.rsml","dicot","142","10",69,35,35,1
"483","dicot-sim-142-2-20.rsml","dicot","142","2",81,41,41,1
"484","dicot-sim-142-3-20.rsml","dicot","142","3",75,38,38,1
"485","dicot-sim-142-4-20.rsml","dicot","142","4",65,33,33,1
"486","dicot-sim-142-5-20.rsml","dicot","142","5",69,35,35,1
"487","dicot-sim-142-6-20.rsml","dicot","142","6",71,36,36,1
"488","dicot-sim-142-7-20.rsml","dicot","142","7",71,36,36,1
"489","dicot-sim-142-8-20.rsml","dicot","142","8",57,29,29,1
"490","dicot-sim-142-9-20.rsml","dicot","142","9",59,30,30,1
"491","dicot-sim-143-1-20.rsml","dicot","143","1",27,14,14,1
"492","dicot-sim-143-10-20.rsml","dicot","143","10",39,20,20,1
"493","dicot-sim-143-2-20.rsml","dicot","143","2",31,16,16,1
"494","dicot-sim-143-3-20.rsml","dicot","143","3",35,18,18,1
"495","dicot-sim-143-4-20.rsml","dicot","143","4",35,18,18,1
"496","dicot-sim-143-5-20.rsml","dicot","143","5",25,13,13,1
"497","dicot-sim-143-6-20.rsml","dicot","143","6",25,13,13,1
"498","dicot-sim-143-7-20.rsml","dicot","143","7",39,20,20,1
"499","dicot-sim-143-8-20.rsml","dicot","143","8",33,17,17,1
"500","dicot-sim-143-9-20.rsml","dicot","143","9",35,18,18,1
"501","dicot-sim-144-1-20.rsml","dicot","144","1",155,78,78,1
"502","dicot-sim-144-10-20.rsml","dicot","144","10",169,85,85,1
"503","dicot-sim-144-2-20.rsml","dicot","144","2",181,91,91,1
"504","dicot-sim-144-3-20.rsml","dicot","144","3",165,83,83,1
"505","dicot-sim-144-4-20.rsml","dicot","144","4",157,79,79,1
"506","dicot-sim-144-5-20.rsml","dicot","144","5",163,82,82,1
"507","dicot-sim-144-6-20.rsml","dicot","144","6",161,81,81,1
"508","dicot-sim-144-7-20.rsml","dicot","144","7",155,78,78,1
"509","dicot-sim-144-8-20.rsml","dicot","144","8",163,82,82,1
"510","dicot-sim-144-9-20.rsml","dicot","144","9",153,77,77,1
"511","dicot-sim-145-1-19.rsml","dicot","145","1",121,61,61,1
"512","dicot-sim-145-10-20.rsml","dicot","145","10",131,66,66,1
"513","dicot-sim-145-2-20.rsml","dicot","145","2",129,65,65,1
"514","dicot-sim-145-3-20.rsml","dicot","145","3",129,65,65,1
"515","dicot-sim-145-4-20.rsml","dicot","145","4",123,62,62,1
"516","dicot-sim-145-5-19.rsml","dicot","145","5",107,54,54,1
"517","dicot-sim-145-6-19.rsml","dicot","145","6",119,60,60,1
"518","dicot-sim-145-7-18.rsml","dicot","145","7",103,52,52,1
"519","dicot-sim-145-8-20.rsml","dicot","145","8",117,59,59,1
"520","dicot-sim-145-9-19.rsml","dicot","145","9",121,61,61,1
"521","dicot-sim-146-1-20.rsml","dicot","146","1",69,35,35,1
"522","dicot-sim-146-10-20.rsml","dicot","146","10",65,33,33,1
"523","dicot-sim-146-2-20.rsml","dicot","146","2",67,34,34,1
"524","dicot-sim-146-3-20.rsml","dicot","146","3",71,36,36,1
"525","dicot-sim-146-4-20.rsml","dicot","146","4",67,34,34,1
"526","dicot-sim-146-5-20.rsml","dicot","146","5",69,35,35,1
"527","dicot-sim-146-6-20.rsml","dicot","146","6",69,35,35,1
"528","dicot-sim-146-7-20.rsml","dicot","146","7",67,34,34,1
"529","dicot-sim-146-8-20.rsml","dicot","146","8",69,35,35,1
"530","dicot-sim-146-9-20.rsml","dicot","146","9",75,38,38,1
"531","dicot-sim-147-1-20.rsml","dicot","147","1",45,23,23,1
"532","dicot-sim-147-10-20.rsml","dicot","147","10",53,27,27,1
"533","dicot-sim-147-2-20.rsml","dicot","147","2",49,25,25,1
"534","dicot-sim-147-3-20.rsml","dicot","147","3",43,22,22,1
"535","dicot-sim-147-4-20.rsml","dicot","147","4",41,21,21,1
"536","dicot-sim-147-5-20.rsml","dicot","147","5",49,25,25,1
"537","dicot-sim-147-6-20.rsml","dicot","147","6",37,19,19,1
"538","dicot-sim-147-7-20.rsml","dicot","147","7",43,22,22,1
"539","dicot-sim-147-8-20.rsml","dicot","147","8",47,24,24,1
"540","dicot-sim-147-9-20.rsml","dicot","147","9",49,25,25,1
"541","dicot-sim-148-1-9.rsml","dicot","148","1",111,56,56,1
"542","dicot-sim-148-10-9.rsml","dicot","148","10",99,50,50,1
"543","dicot-sim-148-2-9.rsml","dicot","148","2",105,53,53,1
"544","dicot-sim-148-3-9.rsml","dicot","148","3",113,57,57,1
"545","dicot-sim-148-4-9.rsml","dicot","148","4",109,55,55,1
"546","dicot-sim-148-5-9.rsml","dicot","148","5",105,53,53,1
"547","dicot-sim-148-6-9.rsml","dicot","148","6",109,55,55,1
"548","dicot-sim-148-7-9.rsml","dicot","148","7",109,55,55,1
"549","dicot-sim-148-8-9.rsml","dicot","148","8",105,53,53,1
"550","dicot-sim-148-9-9.rsml","dicot","148","9",107,54,54,1
"551","dicot-sim-149-1-20.rsml","dicot","149","1",59,30,30,1
"552","dicot-sim-149-10-20.rsml","dicot","149","10",49,25,25,1
"553","dicot-sim-149-2-20.rsml","dicot","149","2",49,25,25,1
"554","dicot-sim-149-3-20.rsml","dicot","149","3",59,30,30,1
"555","dicot-sim-149-4-20.rsml","dicot","149","4",51,26,26,1
"556","dicot-sim-149-5-20.rsml","dicot","149","5",55,28,28,1
"557","dicot-sim-149-6-20.rsml","dicot","149","6",57,29,29,1
"558","dicot-sim-149-7-20.rsml","dicot","149","7",45,23,23,1
"559","dicot-sim-149-8-20.rsml","dicot","149","8",53,27,27,1
"560","dicot-sim-149-9-20.rsml","dicot","149","9",53,27,27,1
"561","dicot-sim-15-1-20.rsml","dicot","15","1",131,66,66,1
"562","dicot-sim-15-10-20.rsml","dicot","15","10",135,68,68,1
"563","dicot-sim-15-2-20.rsml","dicot","15","2",133,67,67,1
"564","dicot-sim-15-3-20.rsml","dicot","15","3",129,65,65,1
"565","dicot-sim-15-4-20.rsml","dicot","15","4",123,62,62,1
"566","dicot-sim-15-5-20.rsml","dicot","15","5",131,66,66,1
"567","dicot-sim-15-6-20.rsml","dicot","15","6",121,61,61,1
"568","dicot-sim-15-7-20.rsml","dicot","15","7",133,67,67,1
"569","dicot-sim-15-8-20.rsml","dicot","15","8",133,67,67,1
"570","dicot-sim-15-9-20.rsml","dicot","15","9",121,61,61,1
"571","dicot-sim-150-1-20.rsml","dicot","150","1",31,16,16,1
"572","dicot-sim-150-10-20.rsml","dicot","150","10",35,18,18,1
"573","dicot-sim-150-2-20.rsml","dicot","150","2",45,23,23,1
"574","dicot-sim-150-3-20.rsml","dicot","150","3",31,16,16,1
"575","dicot-sim-150-4-20.rsml","dicot","150","4",43,22,22,1
"576","dicot-sim-150-5-20.rsml","dicot","150","5",35,18,18,1
"577","dicot-sim-150-6-20.rsml","dicot","150","6",35,18,18,1
"578","dicot-sim-150-7-20.rsml","dicot","150","7",41,21,21,1
"579","dicot-sim-150-8-20.rsml","dicot","150","8",41,21,21,1
"580","dicot-sim-150-9-20.rsml","dicot","150","9",39,20,20,1
"581","dicot-sim-151-1-20.rsml","dicot","151","1",135,68,68,1
"582","dicot-sim-151-10-20.rsml","dicot","151","10",129,65,65,1
"583","dicot-sim-151-2-20.rsml","dicot","151","2",133,67,67,1
"584","dicot-sim-151-3-20.rsml","dicot","151","3",133,67,67,1
"585","dicot-sim-151-4-20.rsml","dicot","151","4",131,66,66,1
"586","dicot-sim-151-5-20.rsml","dicot","151","5",137,69,69,1
"587","dicot-sim-151-6-20.rsml","dicot","151","6",135,68,68,1
"588","dicot-sim-151-7-20.rsml","dicot","151","7",133,67,67,1
"589","dicot-sim-151-8-20.rsml","dicot","151","8",137,69,69,1
"590","dicot-sim-151-9-20.rsml","dicot","151","9",137,69,69,1
"591","dicot-sim-152-1-20.rsml","dicot","152","1",31,16,16,1
"592","dicot-sim-152-10-20.rsml","dicot","152","10",31,16,16,1
"593","dicot-sim-152-2-20.rsml","dicot","152","2",35,18,18,1
"594","dicot-sim-152-3-20.rsml","dicot","152","3",43,22,22,1
"595","dicot-sim-152-4-20.rsml","dicot","152","4",39,20,20,1
"596","dicot-sim-152-5-20.rsml","dicot","152","5",19,10,10,1
"597","dicot-sim-152-6-20.rsml","dicot","152","6",33,17,17,1
"598","dicot-sim-152-7-20.rsml","dicot","152","7",37,19,19,1
"599","dicot-sim-152-8-20.rsml","dicot","152","8",29,15,15,1
"600","dicot-sim-152-9-20.rsml","dicot","152","9",31,16,16,1
"601","dicot-sim-153-1-20.rsml","dicot","153","1",101,51,51,1
"602","dicot-sim-153-10-20.rsml","dicot","153","10",111,56,56,1
"603","dicot-sim-153-2-20.rsml","dicot","153","2",103,52,52,1
"604","dicot-sim-153-3-20.rsml","dicot","153","3",103,52,52,1
"605","dicot-sim-153-4-20.rsml","dicot","153","4",107,54,54,1
"606","dicot-sim-153-5-20.rsml","dicot","153","5",107,54,54,1
"607","dicot-sim-153-6-20.rsml","dicot","153","6",111,56,56,1
"608","dicot-sim-153-7-20.rsml","dicot","153","7",105,53,53,1
"609","dicot-sim-153-8-20.rsml","dicot","153","8",109,55,55,1
"610","dicot-sim-153-9-20.rsml","dicot","153","9",113,57,57,1
"611","dicot-sim-154-1-20.rsml","dicot","154","1",53,27,27,1
"612","dicot-sim-154-10-20.rsml","dicot","154","10",63,32,32,1
"613","dicot-sim-154-2-20.rsml","dicot","154","2",61,31,31,1
"614","dicot-sim-154-3-20.rsml","dicot","154","3",55,28,28,1
"615","dicot-sim-154-4-20.rsml","dicot","154","4",71,36,36,1
"616","dicot-sim-154-5-20.rsml","dicot","154","5",51,26,26,1
"617","dicot-sim-154-6-20.rsml","dicot","154","6",65,33,33,1
"618","dicot-sim-154-7-20.rsml","dicot","154","7",59,30,30,1
"619","dicot-sim-154-8-20.rsml","dicot","154","8",77,39,39,1
"620","dicot-sim-154-9-20.rsml","dicot","154","9",73,37,37,1
"621","dicot-sim-155-1-20.rsml","dicot","155","1",55,28,28,1
"622","dicot-sim-155-10-20.rsml","dicot","155","10",41,21,21,1
"623","dicot-sim-155-2-20.rsml","dicot","155","2",43,22,22,1
"624","dicot-sim-155-3-20.rsml","dicot","155","3",37,19,19,1
"625","dicot-sim-155-4-20.rsml","dicot","155","4",39,20,20,1
"626","dicot-sim-155-5-20.rsml","dicot","155","5",51,26,26,1
"627","dicot-sim-155-6-20.rsml","dicot","155","6",45,23,23,1
"628","dicot-sim-155-7-20.rsml","dicot","155","7",49,25,25,1
"629","dicot-sim-155-8-20.rsml","dicot","155","8",43,22,22,1
"630","dicot-sim-155-9-20.rsml","dicot","155","9",43,22,22,1
"631","dicot-sim-156-1-20.rsml","dicot","156","1",97,49,49,1
"632","dicot-sim-156-10-20.rsml","dicot","156","10",103,52,52,1
"633","dicot-sim-156-2-20.rsml","dicot","156","2",107,54,54,1
"634","dicot-sim-156-3-20.rsml","dicot","156","3",101,51,51,1
"635","dicot-sim-156-4-20.rsml","dicot","156","4",97,49,49,1
"636","dicot-sim-156-5-20.rsml","dicot","156","5",105,53,53,1
"637","dicot-sim-156-6-20.rsml","dicot","156","6",103,52,52,1
"638","dicot-sim-156-7-20.rsml","dicot","156","7",117,59,59,1
"639","dicot-sim-156-8-20.rsml","dicot","156","8",93,47,47,1
"640","dicot-sim-156-9-20.rsml","dicot","156","9",103,52,52,1
"641","dicot-sim-157-1-20.rsml","dicot","157","1",111,56,56,1
"642","dicot-sim-157-10-20.rsml","dicot","157","10",111,56,56,1
"643","dicot-sim-157-2-20.rsml","dicot","157","2",107,54,54,1
"644","dicot-sim-157-3-20.rsml","dicot","157","3",109,55,55,1
"645","dicot-sim-157-4-20.rsml","dicot","157","4",103,52,52,1
"646","dicot-sim-157-5-20.rsml","dicot","157","5",111,56,56,1
"647","dicot-sim-157-6-20.rsml","dicot","157","6",111,56,56,1
"648","dicot-sim-157-7-20.rsml","dicot","157","7",105,53,53,1
"649","dicot-sim-157-8-20.rsml","dicot","157","8",109,55,55,1
"650","dicot-sim-157-9-20.rsml","dicot","157","9",113,57,57,1
"651","dicot-sim-158-1-20.rsml","dicot","158","1",181,91,91,1
"652","dicot-sim-158-10-20.rsml","dicot","158","10",181,91,91,1
"653","dicot-sim-158-2-20.rsml","dicot","158","2",169,85,85,1
"654","dicot-sim-158-3-20.rsml","dicot","158","3",185,93,93,1
"655","dicot-sim-158-4-20.rsml","dicot","158","4",203,102,102,1
"656","dicot-sim-158-5-20.rsml","dicot","158","5",193,97,97,1
"657","dicot-sim-158-6-20.rsml","dicot","158","6",203,102,102,1
"658","dicot-sim-158-7-20.rsml","dicot","158","7",185,93,93,1
"659","dicot-sim-158-8-20.rsml","dicot","158","8",179,90,90,1
"660","dicot-sim-158-9-20.rsml","dicot","158","9",191,96,96,1
"661","dicot-sim-159-1-20.rsml","dicot","159","1",185,93,93,1
"662","dicot-sim-159-10-20.rsml","dicot","159","10",185,93,93,1
"663","dicot-sim-159-2-20.rsml","dicot","159","2",185,93,93,1
"664","dicot-sim-159-3-20.rsml","dicot","159","3",183,92,92,1
"665","dicot-sim-159-4-20.rsml","dicot","159","4",179,90,90,1
"666","dicot-sim-159-5-20.rsml","dicot","159","5",185,93,93,1
"667","dicot-sim-159-6-20.rsml","dicot","159","6",181,91,91,1
"668","dicot-sim-159-7-20.rsml","dicot","159","7",185,93,93,1
"669","dicot-sim-159-8-20.rsml","dicot","159","8",183,92,92,1
"670","dicot-sim-159-9-20.rsml","dicot","159","9",179,90,90,1
"671","dicot-sim-16-1-20.rsml","dicot","16","1",141,71,71,1
"672","dicot-sim-16-10-20.rsml","dicot","16","10",135,68,68,1
"673","dicot-sim-16-2-20.rsml","dicot","16","2",121,61,61,1
"674","dicot-sim-16-3-20.rsml","dicot","16","3",143,72,72,1
"675","dicot-sim-16-4-20.rsml","dicot","16","4",145,73,73,1
"676","dicot-sim-16-5-20.rsml","dicot","16","5",127,64,64,1
"677","dicot-sim-16-6-20.rsml","dicot","16","6",147,74,74,1
"678","dicot-sim-16-7-20.rsml","dicot","16","7",135,68,68,1
"679","dicot-sim-16-8-20.rsml","dicot","16","8",145,73,73,1
"680","dicot-sim-16-9-20.rsml","dicot","16","9",117,59,59,1
"681","dicot-sim-160-1-20.rsml","dicot","160","1",89,45,45,1
"682","dicot-sim-160-10-20.rsml","dicot","160","10",93,47,47,1
"683","dicot-sim-160-2-20.rsml","dicot","160","2",99,50,50,1
"684","dicot-sim-160-3-20.rsml","dicot","160","3",93,47,47,1
"685","dicot-sim-160-4-20.rsml","dicot","160","4",79,40,40,1
"686","dicot-sim-160-5-20.rsml","dicot","160","5",93,47,47,1
"687","dicot-sim-160-6-20.rsml","dicot","160","6",95,48,48,1
"688","dicot-sim-160-7-20.rsml","dicot","160","7",91,46,46,1
"689","dicot-sim-160-8-20.rsml","dicot","160","8",101,51,51,1
"690","dicot-sim-160-9-20.rsml","dicot","160","9",85,43,43,1
"691","dicot-sim-161-1-20.rsml","dicot","161","1",17,9,9,1
"692","dicot-sim-161-10-20.rsml","dicot","161","10",23,12,12,1
"693","dicot-sim-161-2-20.rsml","dicot","161","2",15,8,8,1
"694","dicot-sim-161-3-20.rsml","dicot","161","3",17,9,9,1
"695","dicot-sim-161-4-20.rsml","dicot","161","4",17,9,9,1
"696","dicot-sim-161-5-20.rsml","dicot","161","5",23,12,12,1
"697","dicot-sim-161-6-20.rsml","dicot","161","6",23,12,12,1
"698","dicot-sim-161-7-20.rsml","dicot","161","7",27,14,14,1
"699","dicot-sim-161-8-20.rsml","dicot","161","8",19,10,10,1
"700","dicot-sim-161-9-20.rsml","dicot","161","9",23,12,12,1
"701","dicot-sim-162-1-17.rsml","dicot","162","1",81,41,41,1
"702","dicot-sim-162-10-17.rsml","dicot","162","10",87,44,44,1
"703","dicot-sim-162-2-18.rsml","dicot","162","2",91,46,46,1
"704","dicot-sim-162-3-18.rsml","dicot","162","3",93,47,47,1
"705","dicot-sim-162-4-17.rsml","dicot","162","4",77,39,39,1
"706","dicot-sim-162-5-17.rsml","dicot","162","5",87,44,44,1
"707","dicot-sim-162-6-18.rsml","dicot","162","6",89,45,45,1
"708","dicot-sim-162-7-17.rsml","dicot","162","7",85,43,43,1
"709","dicot-sim-162-8-18.rsml","dicot","162","8",93,47,47,1
"710","dicot-sim-162-9-18.rsml","dicot","162","9",93,47,47,1
"711","dicot-sim-163-1-17.rsml","dicot","163","1",143,72,72,1
"712","dicot-sim-163-10-17.rsml","dicot","163","10",145,73,73,1
"713","dicot-sim-163-2-17.rsml","dicot","163","2",139,70,70,1
"714","dicot-sim-163-3-17.rsml","dicot","163","3",149,75,75,1
"715","dicot-sim-163-4-17.rsml","dicot","163","4",139,70,70,1
"716","dicot-sim-163-5-17.rsml","dicot","163","5",147,74,74,1
"717","dicot-sim-163-6-17.rsml","dicot","163","6",143,72,72,1
"718","dicot-sim-163-7-17.rsml","dicot","163","7",153,77,77,1
"719","dicot-sim-163-8-17.rsml","dicot","163","8",149,75,75,1
"720","dicot-sim-163-9-17.rsml","dicot","163","9",137,69,69,1
"721","dicot-sim-164-1-20.rsml","dicot","164","1",121,61,61,1
"722","dicot-sim-164-10-20.rsml","dicot","164","10",111,56,56,1
"723","dicot-sim-164-2-20.rsml","dicot","164","2",125,63,63,1
"724","dicot-sim-164-3-20.rsml","dicot","164","3",131,66,66,1
"725","dicot-sim-164-4-20.rsml","dicot","164","4",123,62,62,1
"726","dicot-sim-164-5-20.rsml","dicot","164","5",131,66,66,1
"727","dicot-sim-164-6-20.rsml","dicot","164","6",125,63,63,1
"728","dicot-sim-164-7-20.rsml","dicot","164","7",129,65,65,1
"729","dicot-sim-164-8-20.rsml","dicot","164","8",137,69,69,1
"730","dicot-sim-164-9-20.rsml","dicot","164","9",127,64,64,1
"731","dicot-sim-165-1-20.rsml","dicot","165","1",25,13,13,1
"732","dicot-sim-165-10-20.rsml","dicot","165","10",19,10,10,1
