"","image","specie","group","id","tot_root_length","tot_prim_length","mean_prim_length","tot_lat_length","mean_lat_length","width","depth","n_laterals","n_primary","mean_lat_density"
"6932","monocot-sim-273-10-20.rsml","monocot","273","10",373.5203,250,17.30139,49,0.9743549,4.4534664,25.992666,117,15,1.1830865
"6933","monocot-sim-273-2-20.rsml","monocot","273","2",367.54477,250,17.242294,45,1.0084283,3.5306,25.992666,108,15,1.2648956
"6934","monocot-sim-273-3-20.rsml","monocot","273","3",371.5446,250,17.257017,49,1.0531721,4.2164,25.992666,107,15,1.2373894
"6935","monocot-sim-273-4-20.rsml","monocot","273","4",371.01544,250,17.264952,46,0.9658714,3.6237333,25.992666,116,15,1.4692818
"6936","monocot-sim-273-5-20.rsml","monocot","273","5",372.7615,250,17.270164,46,1.0062739,3.4374666,25.992666,113,15,1.3378165
"6937","monocot-sim-273-6-20.rsml","monocot","273","6",367.46698,250,17.248999,42,1.006776,4.1232667,25.992666,108,15,1.2323501
"6938","monocot-sim-273-7-20.rsml","monocot","273","7",376.006,250,17.193054,55,0.9925218,3.4120667,25.992666,119,15,1.3509921
"6939","monocot-sim-273-8-20.rsml","monocot","273","8",372.6513,250,17.224854,56,1.0388967,3.4967332,25.992666,110,15,1.2538015
"6940","monocot-sim-273-9-20.rsml","monocot","273","9",361.86325,250,17.240173,43,1.0025306,3.8608,25.992666,103,15,1.266421
"6941","monocot-sim-274-1-20.rsml","monocot","274","1",288.3005,65,8.638145,140,1.6861187,3.6576,12.996333,130,8,3.3448064
"6942","monocot-sim-274-10-20.rsml","monocot","274","10",292.5648,65,8.65543,146,1.6791083,3.8777332,12.996333,133,8,3.6295643
"6943","monocot-sim-274-2-20.rsml","monocot","274","2",290.3745,65,8.6937475,142,1.7118185,4.842933,12.996333,129,8,3.4236684
"6944","monocot-sim-274-3-20.rsml","monocot","274","3",299.64944,65,8.743134,153,1.7806541,4.8006,12.996333,129,8,3.5954578
"6945","monocot-sim-274-4-20.rsml","monocot","274","4",319.74298,65,8.778214,171,1.7822669,4.9276,12.996333,140,8,3.4491718
"6946","monocot-sim-274-5-20.rsml","monocot","274","5",297.00687,65,8.7873125,155,1.7711593,5.274733,12.996333,128,8,3.247219
"6947","monocot-sim-274-6-20.rsml","monocot","274","6",303.60742,65,8.715423,147,1.6948118,4.6735997,12.996333,138,8,3.5786629
"6948","monocot-sim-274-7-20.rsml","monocot","274","7",286.51352,65,8.761326,140,1.7041171,5.6726665,12.996333,127,8,3.559373
"6949","monocot-sim-274-8-20.rsml","monocot","274","8",304.61438,65,8.712782,160,1.7796371,5.223933,12.996333,132,8,3.5056005
"6950","monocot-sim-274-9-20.rsml","monocot","274","9",295.84222,65,8.693637,143,1.6517751,4.309533,12.996333,137,8,3.509814
"6951","monocot-sim-275-1-20.rsml","monocot","275","1",117.51376,30,10.59264,65,2.0911176,3.0226,16.9926,41,3,2.3240268
"6952","monocot-sim-275-10-20.rsml","monocot","275","10",102.393394,30,10.605878,52,2.01645,3.1834667,16.9926,35,3,1.9304166
"6953","monocot-sim-275-2-20.rsml","monocot","275","2",109.544586,30,10.658545,61,1.9889469,3.4798,16.9926,39,3,2.1788893
"6954","monocot-sim-275-3-20.rsml","monocot","275","3",102.3519,30,10.634347,52,1.9040228,3.0479999,16.9926,37,3,2.149227
"6955","monocot-sim-275-4-20.rsml","monocot","275","4",127.49859,30,10.652191,74,2.2219076,3.2427332,16.9926,43,3,2.2837
"6956","monocot-sim-275-5-20.rsml","monocot","275","5",109.452576,30,10.63746,56,1.891224,3.0226,16.9926,41,3,2.23646
"6957","monocot-sim-275-6-20.rsml","monocot","275","6",111.84852,30,10.613108,61,2.1624107,3.0141332,16.9926,37,3,1.8561378
"6958","monocot-sim-275-7-20.rsml","monocot","275","7",108.76506,30,10.63222,55,1.8302001,3.0988,16.9926,42,3,2.2477753
"6959","monocot-sim-275-8-20.rsml","monocot","275","8",111.43452,30,10.626751,59,1.8941491,3.2596667,16.9926,42,3,2.2745833
"6960","monocot-sim-275-9-20.rsml","monocot","275","9",100.15636,30,10.594517,51,1.7992847,3.302,16.9926,38,3,2.0500805
"6961","monocot-sim-276-1-20.rsml","monocot","276","1",156.39694,25,13.000583,53,0.94489664,2.9717999,13.495867,138,2,7.299197
"6962","monocot-sim-276-10-20.rsml","monocot","276","10",141.93176,25,13.092974,42,0.904264,2.7347333,13.495867,128,2,6.7137213
"6963","monocot-sim-276-2-20.rsml","monocot","276","2",144.21329,25,13.00912,42,0.92339873,3.0903332,13.495867,128,2,6.82477
"6964","monocot-sim-276-3-20.rsml","monocot","276","3",151.98004,25,13.156871,55,1.0053301,3.5390666,13.495867,125,2,6.6554475
"6965","monocot-sim-276-4-20.rsml","monocot","276","4",147.02296,25,13.249955,48,0.97986233,4.4365335,13.495867,123,2,6.4623365
"6966","monocot-sim-276-5-20.rsml","monocot","276","5",143.07504,25,13.160762,50,0.956996,3.2342665,13.495867,122,2,6.371893
"6967","monocot-sim-276-6-20.rsml","monocot","276","6",149.46693,25,13.217471,49,0.9391754,4.538133,13.495867,131,2,6.7839136
"6968","monocot-sim-276-7-20.rsml","monocot","276","7",154.73419,25,13.222161,64,1.0430071,4.8344665,13.495867,123,2,6.4067135
"6969","monocot-sim-276-8-20.rsml","monocot","276","8",128.1507,25,13.02441,42,0.928199,2.9040666,13.495867,110,2,6.066333
"6970","monocot-sim-276-9-20.rsml","monocot","276","9",155.19954,25,13.04486,58,0.99315256,2.9294667,13.495867,130,2,6.9042273
"6971","monocot-sim-277-1-20.rsml","monocot","277","1",1287.0013,282,15.453454,444,1.0727707,12.827,21.996399,926,19,5.084494
"6972","monocot-sim-277-10-20.rsml","monocot","277","10",1276.9712,284,15.354175,436,1.060541,13.8176,21.996399,929,19,5.208202
"6973","monocot-sim-277-2-20.rsml","monocot","277","2",1318.143,286,15.555007,445,1.0402821,13.2842,21.996399,983,19,5.246817
"6974","monocot-sim-277-3-20.rsml","monocot","277","3",1258.2213,289,15.647063,416,1.0266315,12.5222,21.987932,936,19,4.9829035
"6975","monocot-sim-277-4-20.rsml","monocot","277","4",1362.533,284,15.555401,485,1.0777581,12.920134,21.996399,990,19,5.394804
"6976","monocot-sim-277-5-20.rsml","monocot","277","5",1327.6405,285,15.480768,475,1.0833403,12.4036665,21.996399,954,19,5.1868997
"6977","monocot-sim-277-6-20.rsml","monocot","277","6",1263.1919,284,15.466692,419,1.0490531,13.1064,21.996399,924,19,5.0380406
"6978","monocot-sim-277-7-20.rsml","monocot","277","7",1272.3822,282,15.387021,438,1.0526628,13.6652,21.996399,931,19,5.1533356
"6979","monocot-sim-277-8-20.rsml","monocot","277","8",1297.4191,283,15.371012,453,1.060517,11.853333,21.996399,948,19,5.295171
"6980","monocot-sim-277-9-20.rsml","monocot","277","9",1351.6522,279,15.203065,488,1.0922846,12.632266,21.996399,973,19,5.546605
"6981","monocot-sim-278-1-19.rsml","monocot","278","1",579.23346,28,28.499868,360,1.6790653,5.274733,27.999266,328,1,13.9703665
"6982","monocot-sim-278-10-17.rsml","monocot","278","10",507.61276,25,25,322,1.7422843,4.5635333,24.494066,277,1,12.732238
"6983","monocot-sim-278-2-19.rsml","monocot","278","2",576.6764,28,28.499958,358,1.7077142,5.0122666,27.999266,321,1,12.967414
"6984","monocot-sim-278-3-18.rsml","monocot","278","3",560.97675,26,26.99994,348,1.7280806,4.766733,26.492199,309,1,13.528694
"6985","monocot-sim-278-4-17.rsml","monocot","278","4",507.92242,24,24.999914,325,1.7124914,4.318,24.494066,282,1,13.038585
"6986","monocot-sim-278-5-18.rsml","monocot","278","5",545.92993,26,26.999723,350,1.6958501,4.5042667,26.492199,306,1,13.435003
"6987","monocot-sim-278-6-18.rsml","monocot","278","6",527.5588,26,26.999584,316,1.6685306,4.7921333,26.492199,300,1,12.953936
"6988","monocot-sim-278-7-17.rsml","monocot","278","7",508.8654,24,24.999865,321,1.6977736,4.7836666,24.494066,285,1,13.177323
"6989","monocot-sim-278-8-20.rsml","monocot","278","8",602.062,29,29.999996,373,1.6438564,4.4534664,29.497866,348,1,13.303772
"6990","monocot-sim-278-9-17.rsml","monocot","278","9",497.2494,24,24.999979,321,1.7110485,4.2587333,24.494066,276,1,12.575647
"6991","monocot-sim-279-1-20.rsml","monocot","279","1",1047.4459,205,14.2509575,557,1.8363029,5.5710664,18.999199,454,15,2.6496968
"6992","monocot-sim-279-10-20.rsml","monocot","279","10",1022.08,206,14.316834,536,1.8061019,5.8335333,18.999199,447,15,2.6133547
"6993","monocot-sim-279-2-20.rsml","monocot","279","2",1057.3578,206,14.379457,570,1.8703686,6.4769998,18.999199,450,15,2.6271768
"6994","monocot-sim-279-3-20.rsml","monocot","279","3",1039.7761,206,14.313741,544,1.8294232,5.5372,18.999199,451,15,2.6363199
"6995","monocot-sim-279-4-20.rsml","monocot","279","4",1030.9056,206,14.223803,529,1.7889464,5.4694667,18.999199,457,15,2.735737
"6996","monocot-sim-279-5-20.rsml","monocot","279","5",1053.6554,206,14.289607,569,1.8527844,5.0122666,18.999199,453,15,2.6757743
"6997","monocot-sim-279-6-20.rsml","monocot","279","6",1073.0101,206,14.344058,580,1.8608435,6.2399335,18.999199,461,15,2.7104156
"6998","monocot-sim-279-7-20.rsml","monocot","279","7",1050.7056,206,14.325902,562,1.8491532,5.9774666,18.999199,452,15,2.6348016
"6999","monocot-sim-279-8-20.rsml","monocot","279","8",1090.6097,206,14.354605,592,1.8623207,6.2568665,18.999199,470,15,2.7029088
"7000","monocot-sim-279-9-20.rsml","monocot","279","9",1077.6265,206,14.399431,579,1.7765669,5.6642,18.999199,485,15,2.738459
"7001","monocot-sim-28-1-20.rsml","monocot","28","1",119.676094,35,4.769974,31,0.858066,3.9454665,7.992533,95,8,3.906659
"7002","monocot-sim-28-10-20.rsml","monocot","28","10",136.2467,35,4.7502413,47,0.963184,3.9454665,7.992533,102,8,4.0621014
"7003","monocot-sim-28-2-20.rsml","monocot","28","2",137.72874,34,4.7539325,44,0.9063389,3.3358667,7.992533,110,8,4.52805
"7004","monocot-sim-28-3-20.rsml","monocot","28","3",134.79535,36,4.8823843,40,0.9385909,5.588,7.992533,102,8,4.116742
"7005","monocot-sim-28-4-20.rsml","monocot","28","4",128.29492,36,4.844419,39,0.89539564,5.1646667,7.992533,100,8,4.030217
"7006","monocot-sim-28-5-20.rsml","monocot","28","5",127.721405,35,4.790595,35,0.8679286,3.4459333,7.992533,103,8,4.6054797
"7007","monocot-sim-28-6-20.rsml","monocot","28","6",126.0233,36,4.756876,33,0.8540608,3.5898666,7.992533,103,8,4.4019666
"7008","monocot-sim-28-7-20.rsml","monocot","28","7",124.17777,35,4.71359,35,0.8646904,3.8862,7.992533,100,8,4.501282
"7009","monocot-sim-28-8-20.rsml","monocot","28","8",131.02371,34,4.6781573,44,0.96493244,2.5992665,7.992533,97,8,4.3625813
"7010","monocot-sim-28-9-20.rsml","monocot","28","9",128.45831,34,4.7641125,38,0.91257983,3.9878,7.992533,99,8,4.4454584
"7011","monocot-sim-280-1-20.rsml","monocot","280","1",148.8604,54,18.906254,53,1.3752481,7.0358,19.498734,67,3,1.6744798
"7012","monocot-sim-280-10-20.rsml","monocot","280","10",149.77011,54,18.743961,60,1.5334128,8.288867,19.498734,61,3,1.619943
"7013","monocot-sim-280-2-20.rsml","monocot","280","2",146.66547,53,18.447575,52,1.3836778,5.4440665,19.490267,66,3,1.6827465
"7014","monocot-sim-280-3-20.rsml","monocot","280","3",157.07545,55,18.888834,60,1.4142107,7.8316665,19.498734,71,3,1.7691945
"7015","monocot-sim-280-4-20.rsml","monocot","280","4",160.72797,55,18.994373,64,1.4409008,11.209867,19.490267,72,3,1.6971382
"7016","monocot-sim-280-5-20.rsml","monocot","280","5",137.67627,53,18.446598,45,1.3722744,5.8589334,19.490267,60,3,1.4506583
"7017","monocot-sim-280-6-20.rsml","monocot","280","6",130.74597,54,18.731007,37,1.3313024,8.500533,19.490267,56,3,1.4215547
"7018","monocot-sim-280-7-20.rsml","monocot","280","7",152.64998,53,18.35709,56,1.4141846,5.8335333,19.490267,69,3,1.7192093
"7019","monocot-sim-280-8-20.rsml","monocot","280","8",144.6555,55,19.302492,53,1.4458002,8.390467,19.490267,60,3,1.3438344
"7020","monocot-sim-280-9-20.rsml","monocot","280","9",162.75952,56,19.06093,66,1.5300982,7.6792665,19.498734,69,3,1.6060146
"7021","monocot-sim-281-1-20.rsml","monocot","281","1",693.4714,195,14.542656,367,2.1967447,6.5108666,20.497799,223,14,1.9868494
"7022","monocot-sim-281-10-20.rsml","monocot","281","10",712.6095,195,14.5374155,385,2.412728,6.9172664,20.497799,211,14,1.8119632
"7023","monocot-sim-281-2-20.rsml","monocot","281","2",638.41156,195,14.543815,324,2.2070978,6.8749332,20.497799,197,14,1.7098073
"7024","monocot-sim-281-3-20.rsml","monocot","281","3",692.6919,195,14.519722,372,2.44708,7.0442667,20.497799,200,14,1.7863532
"7025","monocot-sim-281-4-20.rsml","monocot","281","4",653.1945,195,14.537255,324,2.1515448,6.0028667,20.497799,209,14,1.878179
"7026","monocot-sim-281-5-20.rsml","monocot","281","5",653.8099,195,14.550263,334,2.2618394,7.0104,20.497799,199,14,1.6982421
"7027","monocot-sim-281-6-20.rsml","monocot","281","6",656.89197,195,14.555442,334,2.2543077,6.9088,20.497799,201,14,1.7628033
"7028","monocot-sim-281-7-20.rsml","monocot","281","7",743.3873,195,14.527798,412,2.3580701,6.4431334,20.497799,229,14,1.9080888
"7029","monocot-sim-281-8-20.rsml","monocot","281","8",649.3245,195,14.531118,338,2.3344946,7.1204667,20.497799,191,14,1.7082008
"7030","monocot-sim-281-9-20.rsml","monocot","281","9",676.66656,195,14.553065,362,2.3646173,6.8834,20.497799,200,14,1.7494202
"7031","monocot-sim-282-1-20.rsml","monocot","282","1",138.49318,111,7.0354357,0,0.7265686,6.2399335,9.999133,26,17,3.2832813
"7032","monocot-sim-282-10-20.rsml","monocot","282","10",143.67232,109,7.007325,1,0.68188286,6.189133,9.999133,36,17,2.9292402
"7033","monocot-sim-282-2-20.rsml","monocot","282","2",140.20894,109,7.090648,0,0.75645864,6.1806664,9.999133,26,17,2.118816
"7034","monocot-sim-282-3-20.rsml","monocot","282","3",146.5728,110,7.10784,4,0.69566333,6.265333,9.999133,37,17,2.6521368
"7035","monocot-sim-282-4-20.rsml","monocot","282","4",142.35324,111,7.0520926,1,0.6808382,5.9266667,9.990666,33,17,3.3343272
"7036","monocot-sim-282-5-20.rsml","monocot","282","5",147.2259,112,7.036395,3,0.7265043,6.392333,9.999133,38,17,1.7213497
"7037","monocot-sim-282-6-20.rsml","monocot","282","6",138.12354,111,7.1746464,3,0.73429775,6.189133,9.999133,22,17,2.4684124
"7038","monocot-sim-282-7-20.rsml","monocot","282","7",145.98862,115,7.218634,1,0.64643985,6.4092665,9.990666,36,17,2.0844274
"7039","monocot-sim-282-8-20.rsml","monocot","282","8",144.20137,108,6.9402466,0,0.74906194,5.8166,9.999133,35,17,2.2647052
"7040","monocot-sim-282-9-20.rsml","monocot","282","9",146.44998,113,7.195298,3,0.7312099,6.189133,9.990666,33,17,2.9593523
"7041","monocot-sim-283-1-20.rsml","monocot","283","1",201.97017,48,6.6761317,77,1.142778,4.1402,7.4676,130,8,4.053023
"7042","monocot-sim-283-10-20.rsml","monocot","283","10",190.4055,49,6.651513,67,1.0888367,4.7244,7.4676,126,8,4.117795
"7043","monocot-sim-283-2-20.rsml","monocot","283","2",220.31976,50,6.7735887,84,1.1536877,5.0038,7.4676,144,8,4.4011617
"7044","monocot-sim-283-3-20.rsml","monocot","283","3",223.79384,49,6.7278223,89,1.2497883,5.08,7.4676,136,8,4.3575773
"7045","monocot-sim-283-4-20.rsml","monocot","283","4",195.859,49,6.6451745,71,1.1507876,2.9548666,7.4676,124,8,4.113062
"7046","monocot-sim-283-5-20.rsml","monocot","283","5",220.31264,50,6.8143573,88,1.1594254,5.4694667,7.4676,143,8,4.5485234
"7047","monocot-sim-283-6-20.rsml","monocot","283","6",211.72601,49,6.7351184,84,1.169223,5.1562,7.4676,135,8,4.2887287
"7048","monocot-sim-283-7-20.rsml","monocot","283","7",200.25879,49,6.651883,82,1.2052768,4.5889335,7.4676,122,8,4.1651053
"7049","monocot-sim-283-8-20.rsml","monocot","283","8",211.36063,50,6.6714706,75,1.1204876,4.4365335,7.4676,141,8,4.4178677
"7050","monocot-sim-283-9-20.rsml","monocot","283","9",217.86476,49,6.7830663,90,1.2118533,4.9445333,7.4676,135,8,4.276378
"7051","monocot-sim-284-1-17.rsml","monocot","284","1",852.40985,160,12.967321,531,2.4163773,9.177867,16.9926,283,13,2.4805758
"7052","monocot-sim-284-10-17.rsml","monocot","284","10",862.90875,160,12.934995,548,2.45496,7.8570666,16.9926,283,13,2.4706862
"7053","monocot-sim-284-2-17.rsml","monocot","284","2",880.6456,158,12.875138,548,2.4178605,9.795933,16.9926,295,13,2.5733402
"7054","monocot-sim-284-3-17.rsml","monocot","284","3",844.181,161,12.941071,519,2.2913468,9.271,16.9926,295,13,2.6348495
"7055","monocot-sim-284-4-17.rsml","monocot","284","4",867.4453,161,12.986839,548,2.3522425,8.779933,16.9926,297,13,2.6377597
"7056","monocot-sim-284-5-17.rsml","monocot","284","5",885.29425,162,12.974527,556,2.388751,10.168467,16.9926,300,13,2.6209118
"7057","monocot-sim-284-6-17.rsml","monocot","284","6",884.804,160,12.973166,559,2.403197,9.2964,16.9926,298,13,2.6032586
"7058","monocot-sim-284-7-17.rsml","monocot","284","7",872.70374,161,12.920448,547,2.4385395,9.050866,16.9926,289,13,2.5223124
"7059","monocot-sim-284-8-17.rsml","monocot","284","8",886.6393,160,12.953991,564,2.4347029,8.390467,16.9926,295,13,2.5651784
"7060","monocot-sim-284-9-17.rsml","monocot","284","9",841.78674,159,12.824909,523,2.2806182,8.466666,16.9926,296,13,2.6207755
"7061","monocot-sim-285-1-20.rsml","monocot","285","1",577.86224,136,14.255764,271,1.5945219,8.983133,19.498734,273,10,2.484991
"7062","monocot-sim-285-10-20.rsml","monocot","285","10",573.26044,137,14.446762,255,1.5314027,11.218333,19.490267,280,10,2.4981751
"7063","monocot-sim-285-2-20.rsml","monocot","285","2",656.2163,135,14.151469,317,1.671108,9.2202,19.490267,308,10,2.7429094
"7064","monocot-sim-285-3-20.rsml","monocot","285","3",577.53436,135,14.087794,263,1.5650761,9.4742,19.498734,279,10,2.5072043
"7065","monocot-sim-285-4-20.rsml","monocot","285","4",602.59265,136,14.107618,289,1.6024874,8.2804,19.498734,288,10,2.6148791
"7066","monocot-sim-285-5-20.rsml","monocot","285","5",603.1716,139,14.457071,280,1.6091256,10.16,19.490267,285,10,2.5238216
"7067","monocot-sim-285-6-20.rsml","monocot","285","6",588.5015,135,14.175584,276,1.5730482,10.202333,19.490267,284,10,2.5784526
"7068","monocot-sim-285-7-20.rsml","monocot","285","7",583.65186,137,14.34614,272,1.6183475,10.8966,19.498734,272,10,2.534209
"7069","monocot-sim-285-8-20.rsml","monocot","285","8",590.21124,139,14.354866,278,1.6009405,9.4234,19.498734,279,10,2.4529264
"7070","monocot-sim-285-9-20.rsml","monocot","285","9",605.8143,138,14.339832,295,1.6514857,10.456333,19.498734,280,10,2.5191364
"7071","monocot-sim-286-1-16.rsml","monocot","286","1",881.59375,151,11.496582,559,2.7824004,4.6735997,21.496866,259,14,2.1142724
"7072","monocot-sim-286-10-16.rsml","monocot","286","10",833.01654,151,11.493513,514,2.6565504,5.3255334,21.496866,253,14,2.1214182
"7073","monocot-sim-286-2-16.rsml","monocot","286","2",851.17236,151,11.506252,538,2.7714255,4.5889335,21.496866,249,14,1.9830047
"7074","monocot-sim-286-3-16.rsml","monocot","286","3",873.0687,151,11.487415,560,2.8041131,5.376333,21.496866,254,14,2.1607225
"7075","monocot-sim-286-4-16.rsml","monocot","286","4",869.67316,151,11.533218,548,2.703085,4.7921333,21.496866,262,14,2.1783597
"7076","monocot-sim-286-5-16.rsml","monocot","286","5",875.9862,151,11.500137,557,2.8260264,4.461933,21.496866,253,14,2.1730995
"7077","monocot-sim-286-6-16.rsml","monocot","286","6",874.31885,151,11.495647,558,2.7866392,4.3942,21.496866,256,14,2.098445
"7078","monocot-sim-286-7-16.rsml","monocot","286","7",866.23486,151,11.508112,547,2.7981,4.1740665,21.496866,252,14,2.0816576
"7079","monocot-sim-286-8-16.rsml","monocot","286","8",856.2026,151,11.51211,534,2.7580678,5.2154665,21.496866,252,14,1.9632559
"7080","monocot-sim-286-9-16.rsml","monocot","286","9",879.51776,151,11.508954,560,2.7315304,4.5889335,21.496866,263,14,2.2940397
"7081","monocot-sim-287-1-20.rsml","monocot","287","1",377.84,141,7.956857,122,1.1505576,5.6218667,12.496799,197,19,3.2524853
"7082","monocot-sim-287-10-20.rsml","monocot","287","10",411.85754,140,7.872756,136,1.170871,5.2493334,12.496799,224,19,3.610174
"7083","monocot-sim-287-2-20.rsml","monocot","287","2",394.42657,139,7.88623,137,1.1989622,5.0546,12.496799,204,19,3.2275124
"7084","monocot-sim-287-3-20.rsml","monocot","287","3",415.32297,137,7.8156505,149,1.191186,4.309533,12.496799,224,19,3.6712623
"7085","monocot-sim-287-4-20.rsml","monocot","287","4",410.79144,139,7.96819,145,1.2178208,5.8673997,12.496799,213,19,3.1987529
"7086","monocot-sim-287-5-20.rsml","monocot","287","5",399.28366,140,7.8593388,143,1.2017124,5.461,12.496799,208,19,3.328754
"7087","monocot-sim-287-6-20.rsml","monocot","287","6",401.51282,138,7.8517,134,1.1628127,5.5372,12.496799,217,19,4.413672
"7088","monocot-sim-287-7-20.rsml","monocot","287","7",412.26062,141,8.018563,132,1.1977322,5.8335333,12.496799,217,19,3.7882547
"7089","monocot-sim-287-8-20.rsml","monocot","287","8",388.21915,140,7.890533,119,1.134757,4.9276,12.496799,210,19,3.6033723
"7090","monocot-sim-287-9-20.rsml","monocot","287","9",404.1826,134,7.733453,137,1.1693038,4.5042667,12.496799,220,19,3.7440104
"7091","monocot-sim-288-1-20.rsml","monocot","288","1",218.30116,72,12.787015,86,1.5061606,2.8109334,13.995399,94,6,1.6739974
"7092","monocot-sim-288-10-20.rsml","monocot","288","10",244.47562,72,12.791438,107,1.6127592,3.3274,13.995399,104,6,1.863341
"7093","monocot-sim-288-2-20.rsml","monocot","288","2",225.05025,72,12.784488,93,1.5950897,2.8532667,13.995399,93,6,1.6454355
"7094","monocot-sim-288-3-20.rsml","monocot","288","3",257.12106,72,12.785966,113,1.6860307,3.7846,13.995399,107,6,1.9146128
"7095","monocot-sim-288-4-20.rsml","monocot","288","4",225.31543,72,12.80907,89,1.6137067,3.4205332,13.995399,92,6,1.7063836
"7096","monocot-sim-288-5-20.rsml","monocot","288","5",229.84297,72,12.798781,95,1.5153495,2.7262666,13.995399,101,6,1.8807846
"7097","monocot-sim-288-6-20.rsml","monocot","288","6",227.03635,72,12.810993,96,1.6502242,3.3274,13.995399,91,6,1.6092242
"7098","monocot-sim-288-7-20.rsml","monocot","288","7",227.9036,72,12.788649,93,1.5425688,2.6077332,13.995399,98,6,1.757734
"7099","monocot-sim-288-8-20.rsml","monocot","288","8",263.97577,72,12.808017,120,1.6858349,3.8777332,13.995399,111,6,1.9672614
"7100","monocot-sim-288-9-20.rsml","monocot","288","9",240.3142,72,12.793039,105,1.7216421,3.6067998,13.995399,95,6,1.7349747
"7101","monocot-sim-289-1-20.rsml","monocot","289","1",85.9469,42,9.010233,24,1.4605619,3.0226,9.999133,28,5,1.2965001
"7102","monocot-sim-289-10-20.rsml","monocot","289","10",95.638664,42,9.119488,29,1.3524655,3.7591999,9.999133,37,5,1.7159164
"7103","monocot-sim-289-2-20.rsml","monocot","289","2",91.88005,42,9.05039,26,1.3322314,3.2766,9.999133,35,5,1.7392323
"7104","monocot-sim-289-3-20.rsml","monocot","289","3",96.35888,42,9.099902,27,1.4127609,4.8768,9.999133,36,5,1.8134362
"7105","monocot-sim-289-4-20.rsml","monocot","289","4",85.60859,42,9.058871,23,1.4397942,3.2681334,9.999133,28,5,1.3120964
"7106","monocot-sim-289-5-20.rsml","monocot","289","5",89.08754,42,9.070809,27,1.5080514,4.3518667,9.999133,29,5,1.4658731
"7107","monocot-sim-289-6-20.rsml","monocot","289","6",83.68449,42,9.156363,20,1.2634224,4.0555334,9.999133,30,5,1.4214967
"7108","monocot-sim-289-7-20.rsml","monocot","289","7",88.816925,42,8.963178,22,1.2941482,2.1336,9.999133,34,5,2.1479354
"7109","monocot-sim-289-8-20.rsml","monocot","289","8",86.25418,42,9.075126,22,1.3186641,4.4365335,9.999133,31,5,1.3541343
"7110","monocot-sim-289-9-20.rsml","monocot","289","9",86.84179,42,9.0142565,26,1.4403622,3.1157334,9.999133,29,5,1.5653795
"7111","monocot-sim-29-1-20.rsml","monocot","29","1",162.28293,64,4.7970853,48,1.1580337,3.6999333,7.992533,78,15,2.7226467
"7112","monocot-sim-29-10-20.rsml","monocot","29","10",143.71497,64,4.8775015,36,1.0530213,3.9539332,7.992533,67,15,2.311207
"7113","monocot-sim-29-2-20.rsml","monocot","29","2",151.9136,64,4.823026,36,1.075246,3.7591999,7.992533,74,15,3.0067272
"7114","monocot-sim-29-3-20.rsml","monocot","29","3",143.28387,64,4.821854,39,1.1444523,3.5898666,7.992533,62,15,2.5147374
"7115","monocot-sim-29-4-20.rsml","monocot","29","4",156.75476,64,4.8943424,42,1.1262112,4.4111333,7.992533,74,15,2.432752
"7116","monocot-sim-29-5-20.rsml","monocot","29","5",146.09431,64,4.850463,34,1.0476766,3.8777332,7.992533,70,15,2.5024145
"7117","monocot-sim-29-6-20.rsml","monocot","29","6",142.3143,64,4.8276954,33,1.0279243,3.8862,7.992533,68,15,2.4935298
"7118","monocot-sim-29-7-20.rsml","monocot","29","7",152.39021,64,4.8709965,40,1.1017395,4.0894,7.992533,72,15,2.6169348
"7119","monocot-sim-29-8-20.rsml","monocot","29","8",151.95647,64,4.8474574,39,1.0426923,3.4120667,7.992533,76,15,2.5361311
"7120","monocot-sim-29-9-20.rsml","monocot","29","9",162.06023,64,4.887394,44,1.1234093,4.3349333,7.992533,79,15,2.7493718
"7121","monocot-sim-290-1-20.rsml","monocot","290","1",653.5156,131,19.409105,352,1.9682574,6.0536666,22.495934,263,7,2.5068185
"7122","monocot-sim-290-10-20.rsml","monocot","290","10",654.54474,131,19.372322,360,2.003625,5.8250666,22.495934,259,7,2.4630601
"7123","monocot-sim-290-2-20.rsml","monocot","290","2",639.76825,131,19.403221,346,2.0077517,5.960533,22.495934,251,7,2.422006
"7124","monocot-sim-290-3-20.rsml","monocot","290","3",691.60126,131,19.325361,394,2.0993352,4.7074666,22.495934,265,7,2.565596
"7125","monocot-sim-290-4-20.rsml","monocot","290","4",681.3186,132,19.313862,385,2.1332881,5.1054,22.495934,256,7,2.4581285
"7126","monocot-sim-290-5-20.rsml","monocot","290","5",645.52997,131,19.391903,348,1.9836059,5.8673997,22.495934,257,7,2.484974
"7127","monocot-sim-290-6-20.rsml","monocot","290","6",707.0377,131,19.395325,404,2.0849283,5.960533,22.495934,274,7,2.61739
"7128","monocot-sim-290-7-20.rsml","monocot","290","7",695.29816,132,19.349165,390,2.0284553,5.9944,22.495934,276,7,2.622433
"7129","monocot-sim-290-8-20.rsml","monocot","290","8",705.85846,131,19.367027,405,2.1279452,6.1721997,22.495934,268,7,2.5521417
"7130","monocot-sim-290-9-20.rsml","monocot","290","9",676.01495,131,19.43213,376,2.045417,6.1721997,22.495934,264,7,2.4856763
"7131","monocot-sim-291-1-20.rsml","monocot","291","1",491.103,80,13.7437315,283,2.0955925,6.9003334,15.4939995,195,6,2.793891
